sentence_id,sentence,bucket,list_number
704,The yellow edge stripes represent achievement or brilliance.,>5.25,6
360,But the pen had been useless to him.,3.25-4.25,6
737,She traveled the state trying to secure funds.,>5.25,6
745,She is very powerful and famously quite ruthless.,>5.25,6
521,The designs include a building at the bottom.,4.25-5.25,6
675,Old fingers turned the safe dial several times.,>5.25,6
82,"You weren't going to tell me, were you?",<2.25,6
564,She so looked forward to her new career.,4.25-5.25,6
93,Do you know anyone who can do that?,<2.25,6
213,He was not a young man any more.,2.25-3.25,6
140,I've never been able to figure it out.,<2.25,6
211,"She listened for a moment, but heard nothing.",2.25-3.25,6
536,The fox was already heading for the van.,4.25-5.25,6
510,It was an idea he kept on voicing.,4.25-5.25,6
339,He took a few steps down the hallway.,3.25-4.25,6
276,It was the end of the forest road.,2.25-3.25,6
147,Why do you stare at me like that?,<2.25,6
780,"Way to own that ball pit today, Sarah.",>5.25,6
28,Those were the best years of my life.,<2.25,6
298,All they do is cry all the time.,2.25-3.25,6
207,It made her feel like she was home.,2.25-3.25,6
450,I know I'm out of my own crowd.,3.25-4.25,6
491,"She loosed a breath, her face suddenly warm.",4.25-5.25,6
669,She repeated the same direction with her socks.,>5.25,6
772,"Julian tried, and failed to not sound nervous.",>5.25,6
172,That's the part I want to know about.,2.25-3.25,6
386,Her father eyed her for a short moment.,3.25-4.25,6
18,So what do you want me to do?,<2.25,6
634,"One dance, but you better not upset her.",4.25-5.25,6
158,"In any case, we're going to find out.",<2.25,6
428,His mind raced as hard as his legs.,3.25-4.25,6
240,Do you know why we are here tonight?,2.25-3.25,6
12,"Listen, I have to get out of here.",<2.25,6
80,My mother had nothing to do with this.,<2.25,6
143,Your father asked me to speak to you.,<2.25,6
525,Her sister was the only example she needed.,4.25-5.25,6
552,He was inside a house made of cheese.,4.25-5.25,6
34,"Soon, there was a knock at the door.",<2.25,6
698,She took this as a green light opportunity.,>5.25,6
511,A heart of stone can turn to clay,4.25-5.25,6
368,I want to bring people to the stands.,3.25-4.25,6
87,I would like to ask you some questions.,<2.25,6
710,Area residents donated basement space for sorting eyeglasses.,>5.25,6
782,A house number clearly visible over the door.,>5.25,6
31,Because it was the right thing to do.,<2.25,6
413,What kinds of things do you often eat?,3.25-4.25,6
300,John sat down on the steps and waited.,2.25-3.25,6
743,She noticed his particular attitude and his attention.,>5.25,7
762,"And now, Logan had stirred the pot again.",>5.25,7
603,"Apprehension gnawed at her, and her pulse raced.",4.25-5.25,7
682,"He resisted checking his notebook, determined to impress.",>5.25,7
423,It is time to meet with the duke.,3.25-4.25,7
551,You have acquired this power in two days?,4.25-5.25,7
584,They were all evidently rushing to get somewhere.,4.25-5.25,7
70,There's a message for you at the office.,<2.25,7
253,That could only mean one of three things.,2.25-3.25,7
127,You know that as well as I do.,<2.25,7
686,The terminal palps are covered with substantial feathers.,>5.25,7
543,What if their meeting was delayed or cancelled?,4.25-5.25,7
328,The nearest neighbor is a quarter mile away.,3.25-4.25,7
448,She hurried to catch up with the others.,3.25-4.25,7
697,She shoved her paper over at the boy.,>5.25,7
434,It went against everything that he was taught.,3.25-4.25,7
773,Shipment of grub worms coming in first thing.,>5.25,7
465,They all cast nervous glances at each other.,3.25-4.25,7
383,The four grown-ups were seated around the table.,3.25-4.25,7
432,There's one coming along the path right now.,3.25-4.25,7
524,She threw the whole amount into that fund.,4.25-5.25,7
527,Smuggling is an ancient and respected trade there.,4.25-5.25,7
663,"The three women shared a harsh, knowing laugh.",>5.25,7
356,It had been snowing nonstop for a week.,3.25-4.25,7
546,Through all the confusion came an overwhelming clarity.,4.25-5.25,7
602,She lifted the goblet and toasted her employer.,4.25-5.25,7
348,The craggy-faced man was leaning on a stick.,3.25-4.25,7
406,I reached my limit a long time ago.,3.25-4.25,7
523,The separation was almost too painful to stand.,4.25-5.25,7
192,"Before I go, there's something I should say.",2.25-3.25,7
461,"Not a wiggling, mewing black and white kitten.",3.25-4.25,7
797,A genuine smile rides low on her lips.,>5.25,7
757,She considered pretending she was asleep or gone.,>5.25,7
519,So now you suddenly care about my future?,4.25-5.25,7
3,Why are you looking at me like that?,<2.25,7
529,We can presume that that was no coincidence.,4.25-5.25,7
98,"Suddenly, I saw a look in his eyes.",<2.25,7
10,I'll tell you what I'm going to do.,<2.25,7
56,I know how important this is to you.,<2.25,7
278,"I just need to be alone, you know?",2.25-3.25,7
447,There was a feverish intensity in the words.,3.25-4.25,7
376,The wind stirred the branches of the tree.,3.25-4.25,7
350,He heaved a sigh and swallowed his pride.,3.25-4.25,7
676,He has aerial work and aircraft testing experience.,>5.25,7
586,"I knew my history, limited as it was.",4.25-5.25,7
371,The creature didn't look anything like a werewolf.,3.25-4.25,7
714,The patrol hats and baseball caps looked good.,>5.25,7
277,From time to time it gets to me.,2.25-3.25,7
459,It sure is a sloppy day for it.,3.25-4.25,7
516,A few teeth showed in the creature's mouth.,4.25-5.25,7
256,The following is one of the most common.,2.25-3.25,7
20,I'll be back in a couple of weeks.,<2.25,7
469,He was sure victory would soon be theirs.,3.25-4.25,7
653,I dumped my things on a nearby chair.,>5.25,7
206,"If we don't find anyone, we'll come back.",2.25-3.25,7
401,I could hear music coming from the window.,3.25-4.25,7
154,I think that's all we need to know.,<2.25,7
135,How am I supposed to figure it out?,<2.25,7
279,I was hoping maybe we could get together.,2.25-3.25,7
722,A large maintenance terminal is dedicated for this.,>5.25,7
763,Everyone fell quiet until finally the chief spoke.,>5.25,7
535,The zombie was looking out into the tunnel.,4.25-5.25,7
150,He didn't know what was wrong with him.,<2.25,7
595,She had noticed the eerie quiet as well.,4.25-5.25,7
744,He released me and flashed over to her.,>5.25,7
474,"One more, then I can get some sleep.",3.25-4.25,7
599,The first was from Charles early this morning.,4.25-5.25,7
113,I have to go to the hospital now.,<2.25,7
349,This one is the last in a series,3.25-4.25,7
411,For a few seconds no one did anything.,3.25-4.25,7
568,He reminded himself that you just need faith.,4.25-5.25,7
244,Why else would he have asked that question?,2.25-3.25,7
116,I must ask you to come with me.,<2.25,7
453,They spent a long time going over that.,3.25-4.25,7
231,After a few moments the door opened again.,2.25-3.25,7
160,How long do you think you've been here?,<2.25,7
755,"In the ad, he mentioned role playing games.",>5.25,7
217,Tell her to move out of the way.,2.25-3.25,7
284,We have to get off the bus here.,2.25-3.25,7
754,Give her feet she was not born with?,>5.25,7
547,Go find somewhere close to sit and watch.,4.25-5.25,7
302,I don't have any in my bags either.,2.25-3.25,7
444,"No, we would not draw them to us.",3.25-4.25,7
11,I don't really know what you're talking about.,<2.25,7
387,"I spin around the room, searching for something.",3.25-4.25,7
237,Do you believe everything happens for a reason?,2.25-3.25,7
374,It was not designed for cold winter nights.,3.25-4.25,7
493,It was some distance away on another fairway.,4.25-5.25,7
35,That's all I'm going to say about it.,<2.25,7
332,I looked at the machines next to me.,3.25-4.25,7
322,He picks up my hand and inspects it.,3.25-4.25,7
365,Suddenly a loud pounding sounded from the door.,3.25-4.25,7
593,He clearly had no clue who Debbie was.,4.25-5.25,7
77,We're just trying to figure out what's happening.,<2.25,7
542,"A warm, fuzzy feeling settled in his bones.",4.25-5.25,7
52,He asked me to have lunch with him.,<2.25,7
74,Maybe I can make it up to you.,<2.25,7
2,Can I talk to you for a second?,<2.25,7
661,And what would'st I gain from this bargain?,>5.25,7
486,A light bar exploded in a blinding flash.,4.25-5.25,7
377,"Surely, he cannot be jealous of the baby?",3.25-4.25,8
696,Relief swept through her when she found one.,>5.25,8
404,There is a little white at the base.,3.25-4.25,8
398,What did you put for your best feature?,3.25-4.25,8
81,I want you to have a good time.,<2.25,8
42,"It's the logical thing to do, isn't it?",<2.25,8
145,"Truth is, I don't know what to say.",<2.25,8
55,"You were right, you were right all along.",<2.25,8
657,A bead of sweat rolled down Wayne's forehead.,>5.25,8
159,That's exactly what I want you to do.,<2.25,8
471,It seems the rumors were not far off.,3.25-4.25,8
668,Elizabeth was sorting jars and tins of food.,>5.25,8
286,Did you see an animal of any kind?,2.25-3.25,8
258,I wonder how long I have been away.,2.25-3.25,8
582,"Then, she filled a bucket for her horse.",4.25-5.25,8
202,He'd want to know as soon as possible.,2.25-3.25,8
193,I was supposed to be doing something else.,2.25-3.25,8
522,Expensive furniture and paintings filled room after room.,4.25-5.25,8
498,Very little is known about his sumo career.,4.25-5.25,8
23,May I buy you a cup of coffee?,<2.25,8
331,Was there anything left for me to find?,3.25-4.25,8
38,Are you sure you want to see it?,<2.25,8
367,"When you are down, your money is sad.",3.25-4.25,8
678,My lungs felt dusty from all the books.,>5.25,8
248,Slowly I was getting used to the dark.,2.25-3.25,8
504,"Slowly, a faint energy signature started to resonate.",4.25-5.25,8
58,"Hey, what do you think of these boots?",<2.25,8
689,The absence of water dripping indicated a column.,>5.25,8
247,I didn't want to say goodbye to anyone.,2.25-3.25,8
45,"Yes, this is what I wanted to say.",<2.25,8
515,Here is the six month's increase in advance.,4.25-5.25,8
303,Your grandmother took care of that for you.,2.25-3.25,8
790,Matt replaced the receiver and returned to Sue.,>5.25,8
779,Something lead singers in rock bands wouldn't get.,>5.25,8
8,Are you sure you want to do this?,<2.25,8
241,She was working as quickly as she could.,2.25-3.25,8
777,A spark of compassion changed her friend's expression.,>5.25,8
355,I can blow smoke out of my ears.,3.25-4.25,8
732,"They both pushed up, eyes meeting with worry.",>5.25,8
196,You need to have a friend with you.,2.25-3.25,8
644,The sound of the loud television startles me.,>5.25,8
170,It was going to be a fun night.,2.25-3.25,8
292,What kind of a connection could that be?,2.25-3.25,8
122,Do you really expect me to believe that?,<2.25,8
641,But her brittle smile remained stubbornly in place.,>5.25,8
102,"For a moment, they stared at each other.",<2.25,8
473,That's always been a point in their favor.,3.25-4.25,8
770,A second helicopter appeared over the Lincoln Memorial.,>5.25,8
243,"At the top of my lungs, I screamed.",2.25-3.25,8
715,"This fanaticism and this exhibitionism, I would ban.",>5.25,8
315,I don't see how it can be avoided.,2.25-3.25,8
201,"During the day, I listened to the kids.",2.25-3.25,8
293,I see the way you look at me.,2.25-3.25,8
440,A recitation by the farmer in the dell.,3.25-4.25,8
487,He opened it and inspected the precious content.,4.25-5.25,8
389,Then the cave yawned in front of them.,3.25-4.25,8
13,What am I supposed to do with this?,<2.25,8
323,"Finally, I slapped a hand over my eyes.",3.25-4.25,8
670,A raw consolation halfway out of studio habitat.,>5.25,8
520,Both the bands now wear a designated uniform.,4.25-5.25,8
601,Jack dressed up a bit for the evening.,4.25-5.25,8
112,They couldn't get out of here fast enough.,<2.25,8
639,You park half a mile from the club.,4.25-5.25,8
613,It probably was hard getting into our company.,4.25-5.25,8
463,I'm guessing she went somewhere and forgot it.,3.25-4.25,8
694,I agreed with the campaign against invalid voting,>5.25,8
272,We'd be here for the next ten years.,2.25-3.25,8
183,Exercise is a great way to relieve stress.,2.25-3.25,8
128,"You still haven't figured it out, have you?",<2.25,8
358,"The feeling was exquisite, unique and indescribably serene.",3.25-4.25,8
318,I was supposed to send this to you.,2.25-3.25,8
353,I needed to focus on here and now.,3.25-4.25,8
611,"Came the morrow, and nothing was sorted out.",4.25-5.25,8
190,We stood at the top of the hill.,2.25-3.25,8
566,Sylvia felt caught off guard by that question.,4.25-5.25,8
370,She grew up in a very musical household.,3.25-4.25,8
245,She puts her arm about her daughter's shoulder.,2.25-3.25,8
182,I'll be around for a few more days.,2.25-3.25,8
476,You've just entered into a very profitable arrangement.,3.25-4.25,8
796,Was he remembering what such tenderness felt like?,>5.25,8
630,Her issues are a complete opposite of yours.,4.25-5.25,8
545,That season the team finished as the seventh.,4.25-5.25,8
792,A new aircraft parking apron was also constructed.,>5.25,8
71,Are you sure you know what you're doing?,<2.25,8
507,Daniel bowed his head in a slight nod.,4.25-5.25,8
46,I had no idea what I was doing.,<2.25,8
366,"It was, she decided, quite a nice feeling.",3.25-4.25,8
659,The answering grin from both boys was electric.,>5.25,8
259,You have to be experienced to do this.,2.25-3.25,8
310,What brings you here so late at night?,2.25-3.25,8
338,"Someone stepped on her heel, tripping her up.",3.25-4.25,8
765,Many election officials even declined to show up.,>5.25,8
173,"There's something cool about that, don't you think?",2.25-3.25,8
407,"Again, he was unable to find the fragment.",3.25-4.25,8
419,My pride has taken the best of me.,3.25-4.25,8
144,Why won't you tell me what's going on?,<2.25,8
66,May I presume to ask you a question?,<2.25,8
175,"Just at that moment, the lights went out.",2.25-3.25,8
6,May I speak to you for a moment?,<2.25,8
769,It is best if I curb my craving.,>5.25,8
