sentence_id,sentence,bucket,list_number
24.0,Is that all you want to talk about?,<2.25,6
687.0,"He would remember little of his run, later.",>5.25,6
522.0,Expensive furniture and paintings filled room after room.,4.25-5.25,6
29.0,Now I'll be back in a few minutes.,<2.25,6
231.0,After a few moments the door opened again.,2.25-3.25,6
153.0,Only one of them could have done that.,<2.25,6
143.0,Your father asked me to speak to you.,<2.25,6
409.0,It would be like believing in the postman.,3.25-4.25,6
365.0,Suddenly a loud pounding sounded from the door.,3.25-4.25,6
669.0,She repeated the same direction with her socks.,>5.25,6
30.0,Thank you so much for meeting with us.,<2.25,6
201.0,"During the day, I listened to the kids.",2.25-3.25,6
86.0,That's just the way it is for me.,<2.25,6
609.0,"We lead rituals and ceremonies, things like that.",4.25-5.25,6
614.0,Two French colonial buildings are still seen here.,4.25-5.25,6
544.0,"Start to finish, the meal took seven minutes.",4.25-5.25,6
732.0,"They both pushed up, eyes meeting with worry.",>5.25,6
393.0,He has no magic to compare with that.,3.25-4.25,6
543.0,What if their meeting was delayed or cancelled?,4.25-5.25,6
213.0,He was not a young man any more.,2.25-3.25,6
415.0,Here I could see the clear winter sky.,3.25-4.25,6
41.0,You're going to have to talk to them.,<2.25,6
75.0,How dare you speak to me like that?,<2.25,6
547.0,Go find somewhere close to sit and watch.,4.25-5.25,6
671.0,Teddy tilted his face into the soft rain.,>5.25,6
690.0,Older larvae live freely between spun leaf segments.,>5.25,6
780.0,"Way to own that ball pit today, Sarah.",>5.25,6
173.0,"There's something cool about that, don't you think?",2.25-3.25,6
392.0,He tried to wind down his window surreptitiously.,3.25-4.25,6
493.0,It was some distance away on another fairway.,4.25-5.25,6
387.0,"I spin around the room, searching for something.",3.25-4.25,6
442.0,Fancy eating food with a fly in it!,3.25-4.25,6
295.0,It might help if we talked about it.,2.25-3.25,6
797.0,A genuine smile rides low on her lips.,>5.25,6
539.0,There were fewer chips left after each wager.,4.25-5.25,6
379.0,You hold the power source in your hand.,3.25-4.25,6
620.0,Mentally he made note of the day's activities.,4.25-5.25,6
182.0,I'll be around for a few more days.,2.25-3.25,6
130.0,It was the last thing I could do.,<2.25,6
764.0,Your writ runs in the hours of darkness.,>5.25,6
4.0,Do you understand what I'm trying to say?,<2.25,6
426.0,The thought of using makeup made her shiver.,3.25-4.25,6
728.0,Flowers and mushrooms alike wore coats of glass.,>5.25,6
119.0,Here is what I want you to do.,<2.25,6
372.0,"There was no hesitation for him, no nerves.",3.25-4.25,6
215.0,"Whatever it was, it seemed to get through.",2.25-3.25,6
191.0,Most of it is not all of it.,2.25-3.25,6
545.0,That season the team finished as the seventh.,4.25-5.25,6
638.0,They pulled out of the bidding in December.,4.25-5.25,6
733.0,They must purchase the electric power at wholesale.,>5.25,6
646.0,"He reached a hand, knowing she would help.",>5.25,6
88.0,I wanted to get to know you better.,<2.25,6
95.0,What did you want to see me for?,<2.25,6
152.0,I am not going to talk about it.,<2.25,6
576.0,This was a major advance in workshop technology.,4.25-5.25,6
536.0,The fox was already heading for the van.,4.25-5.25,6
448.0,She hurried to catch up with the others.,3.25-4.25,6
557.0,Could she even begin to imagine the scenario?,4.25-5.25,6
430.0,"In the swamps, I learned how to listen.",3.25-4.25,6
65.0,There must be something you can tell us.,<2.25,6
45.0,"Yes, this is what I wanted to say.",<2.25,6
487.0,He opened it and inspected the precious content.,4.25-5.25,6
51.0,"It's not just me, it's both of us.",<2.25,6
28.0,Those were the best years of my life.,<2.25,6
478.0,She stood looking straight at my downcast eyes.,3.25-4.25,6
226.0,Her voice was too soft to be heard.,2.25-3.25,6
6.0,May I speak to you for a moment?,<2.25,6
93.0,Do you know anyone who can do that?,<2.25,6
562.0,He was a ten-foot pole type of person.,4.25-5.25,6
471.0,It seems the rumors were not far off.,3.25-4.25,6
605.0,It means methane gas leeching from the soil.,4.25-5.25,6
748.0,Dixie set her tea down and leaned forward.,>5.25,6
32.0,I want you to be my best man.,<2.25,6
464.0,We have a location from the phone company.,3.25-4.25,6
555.0,"It could be one, but feels like fifty.",4.25-5.25,6
338.0,"Someone stepped on her heel, tripping her up.",3.25-4.25,6
788.0,His little globe of light revealed a tunnel.,>5.25,6
267.0,I believe there is a world out there.,2.25-3.25,6
70.0,There's a message for you at the office.,<2.25,6
681.0,Never again would her boss dictate her actions.,>5.25,6
233.0,They have something else in common as well.,2.25-3.25,6
101.0,How am I supposed to tell the difference?,<2.25,6
283.0,I hope you find out who did this.,2.25-3.25,6
247.0,I didn't want to say goodbye to anyone.,2.25-3.25,6
17.0,We've got a lot of work to do.,<2.25,6
648.0,Good housing also helped promote good work habits.,>5.25,6
209.0,"He wanted answers, but he didn't need them.",2.25-3.25,6
243.0,"At the top of my lungs, I screamed.",2.25-3.25,7
438.0,Footsteps moved toward them up the side street.,3.25-4.25,7
730.0,Some tapes of my studio and some books.,>5.25,7
172.0,That's the part I want to know about.,2.25-3.25,7
798.0,The signal also reaches part of Western Wyoming.,>5.25,7
639.0,You park half a mile from the club.,4.25-5.25,7
66.0,May I presume to ask you a question?,<2.25,7
441.0,The further they went the thicker it became.,3.25-4.25,7
111.0,There's so much to see in this house.,<2.25,7
476.0,You've just entered into a very profitable arrangement.,3.25-4.25,7
225.0,I'm not the only one on your trail.,2.25-3.25,7
383.0,The four grown-ups were seated around the table.,3.25-4.25,7
282.0,It was time for the first pep talk.,2.25-3.25,7
343.0,That decision was an easy one to make.,3.25-4.25,7
713.0,"I merely posed a little, academic accounting theory.",>5.25,7
46.0,I had no idea what I was doing.,<2.25,7
113.0,I have to go to the hospital now.,<2.25,7
74.0,Maybe I can make it up to you.,<2.25,7
612.0,He knows what happened at the shirt place.,4.25-5.25,7
68.0,He picked it up and looked at it.,<2.25,7
237.0,Do you believe everything happens for a reason?,2.25-3.25,7
541.0,Music and laughter came from inside the shop.,4.25-5.25,7
385.0,It's the most accurate way to verify information.,3.25-4.25,7
558.0,Have many famous actors and actresses lived here?,4.25-5.25,7
198.0,"Honestly, what do you think of the yearbook?",2.25-3.25,7
311.0,"It belongs here, just like you belong here.",2.25-3.25,7
348.0,The craggy-faced man was leaning on a stick.,3.25-4.25,7
767.0,We took out a minute of opening credits.,>5.25,7
401.0,I could hear music coming from the window.,3.25-4.25,7
1.0,Can I talk to you for a minute?,<2.25,7
194.0,People looked at him for a few seconds.,2.25-3.25,7
772.0,"Julian tried, and failed to not sound nervous.",>5.25,7
470.0,"By this time, we were getting visitors, too.",3.25-4.25,7
9.0,Do you know how much I love you?,<2.25,7
196.0,You need to have a friend with you.,2.25-3.25,7
178.0,It was the way it had always been.,2.25-3.25,7
257.0,The words are coming out of my mouth.,2.25-3.25,7
420.0,He put half a dozen in his pouch.,3.25-4.25,7
503.0,"She was almost twelve, her passions yet unfettered.",4.25-5.25,7
660.0,"The world beyond was eerie and dim, unrecognizable.",>5.25,7
299.0,"When are we getting out of here, exactly?",2.25-3.25,7
205.0,We sat in silence for a few moments.,2.25-3.25,7
296.0,You can have her lunch if you want.,2.25-3.25,7
549.0,It is the second planet from their sun.,4.25-5.25,7
703.0,She appeared sick in her following doubles match.,>5.25,7
124.0,What is it that you want to know?,<2.25,7
571.0,The next morning she was literally shaken awake.,4.25-5.25,7
164.0,We need to take it a step further.,2.25-3.25,7
411.0,For a few seconds no one did anything.,3.25-4.25,7
105.0,Are you telling me that was a lie?,<2.25,7
244.0,Why else would he have asked that question?,2.25-3.25,7
186.0,Why couldn't you just keep your head down?,2.25-3.25,7
395.0,"Outside the sport, he worked as a mechanic.",3.25-4.25,7
63.0,"Look, I think we should work things out.",<2.25,7
628.0,Her proposal is heavily promoted in the press.,4.25-5.25,7
319.0,Then you should go back to your table.,2.25-3.25,7
538.0,The platform carried us to the surface again.,4.25-5.25,7
495.0,I'm not up to unraveling subtle hints today.,4.25-5.25,7
294.0,"A place where they live, so to speak.",2.25-3.25,7
289.0,"Come on, make sure you get both sides.",2.25-3.25,7
114.0,"Well, you can sleep here if you want.",<2.25,7
568.0,He reminded himself that you just need faith.,4.25-5.25,7
309.0,It is the only member of its genus.,2.25-3.25,7
414.0,I am one step away from saying that,3.25-4.25,7
650.0,"It made less mess, solving my original concern.",>5.25,7
579.0,"Well, you should always let a roast rest.",4.25-5.25,7
310.0,What brings you here so late at night?,2.25-3.25,7
592.0,She does not want to assume anything yet.,4.25-5.25,7
443.0,You believe him to be an unreliable witness?,3.25-4.25,7
747.0,And Matt wandered off to investigate the grounds.,>5.25,7
145.0,"Truth is, I don't know what to say.",<2.25,7
83.0,That was what I was going to say.,<2.25,7
234.0,Why do you think you're in this pickle?,2.25-3.25,7
227.0,"Sometimes, all you need is the right motivation.",2.25-3.25,7
148.0,Let me know what you think of that.,<2.25,7
761.0,Peter drove away and David came back inside.,>5.25,7
128.0,"You still haven't figured it out, have you?",<2.25,7
680.0,Dipped sweet in honey to drip thy shine.,>5.25,7
482.0,His scientific publications were focused on string theory.,4.25-5.25,7
584.0,They were all evidently rushing to get somewhere.,4.25-5.25,7
677.0,Less successful was the area of educational politics.,>5.25,7
506.0,"Her brow puckered as once again, she couldn't.",4.25-5.25,7
447.0,There was a feverish intensity in the words.,3.25-4.25,7
31.0,Because it was the right thing to do.,<2.25,7
35.0,That's all I'm going to say about it.,<2.25,7
238.0,I do not want to hear your excuses.,2.25-3.25,7
73.0,What do you want me to do now?,<2.25,7
358.0,"The feeling was exquisite, unique and indescribably serene.",3.25-4.25,7
284.0,We have to get off the bus here.,2.25-3.25,7
530.0,Now keep that thought in mind and exaggerate!,4.25-5.25,7
26.0,How do I get in touch with you?,<2.25,7
799.0,German soil lay only a league from here.,>5.25,7
563.0,The lad joined him at the front gate.,4.25-5.25,7
217.0,Tell her to move out of the way.,2.25-3.25,7
653.0,I dumped my things on a nearby chair.,>5.25,7
77.0,We're just trying to figure out what's happening.,<2.25,7
444.0,"No, we would not draw them to us.",3.25-4.25,7
630.0,Her issues are a complete opposite of yours.,4.25-5.25,7
25.0,"Trust me, I am telling you the truth.",<2.25,7
269.0,She liked going to the racetrack so much.,2.25-3.25,7
368.0,I want to bring people to the stands.,3.25-4.25,8
61.0,"This time, you have to do it right.",<2.25,8
352.0,We both sat in thought for a moment.,3.25-4.25,8
50.0,I gave it to you as a present.,<2.25,8
440.0,A recitation by the farmer in the dell.,3.25-4.25,8
540.0,The operation was canceled only hours before launch.,4.25-5.25,8
433.0,A light came on in a small room.,3.25-4.25,8
76.0,I can't get it out of my head.,<2.25,8
706.0,He surveyed the crew with hard dark eyes.,>5.25,8
674.0,I therefore postpone a final decision until Friday.,>5.25,8
71.0,Are you sure you know what you're doing?,<2.25,8
408.0,I opened the heavy door and looked inside.,3.25-4.25,8
463.0,I'm guessing she went somewhere and forgot it.,3.25-4.25,8
556.0,Perhaps my opposition has offered them a deal.,4.25-5.25,8
398.0,What did you put for your best feature?,3.25-4.25,8
332.0,I looked at the machines next to me.,3.25-4.25,8
635.0,Emerson spoke to his man inside the bureau.,4.25-5.25,8
519.0,So now you suddenly care about my future?,4.25-5.25,8
696.0,Relief swept through her when she found one.,>5.25,8
391.0,The eyes are the window to the soul.,3.25-4.25,8
359.0,So tonight I decided to have a barbecue.,3.25-4.25,8
20.0,I'll be back in a couple of weeks.,<2.25,8
423.0,It is time to meet with the duke.,3.25-4.25,8
553.0,He is the expert for future life study.,4.25-5.25,8
459.0,It sure is a sloppy day for it.,3.25-4.25,8
705.0,"He gestures between us, like now we're connected.",>5.25,8
141.0,"Hopefully, I'll be able to find this guy.",<2.25,8
292.0,What kind of a connection could that be?,2.25-3.25,8
450.0,I know I'm out of my own crowd.,3.25-4.25,8
277.0,From time to time it gets to me.,2.25-3.25,8
3.0,Why are you looking at me like that?,<2.25,8
504.0,"Slowly, a faint energy signature started to resonate.",4.25-5.25,8
82.0,"You weren't going to tell me, were you?",<2.25,8
488.0,They are often listed separately for statistical purposes.,4.25-5.25,8
619.0,The next morning found him eager to begin.,4.25-5.25,8
232.0,He sounded like he was ready to leave.,2.25-3.25,8
167.0,He walked to the window and looked out.,2.25-3.25,8
117.0,"Now, why did you ask to see me?",<2.25,8
316.0,I could not believe what they were saying.,2.25-3.25,8
520.0,Both the bands now wear a designated uniform.,4.25-5.25,8
521.0,The designs include a building at the bottom.,4.25-5.25,8
288.0,Isn't she coming home for tea after all?,2.25-3.25,8
770.0,A second helicopter appeared over the Lincoln Memorial.,>5.25,8
16.0,I don't know what I'm going to do.,<2.25,8
583.0,He served briefly as a superior court judge.,4.25-5.25,8
313.0,Could we go with you and film it?,2.25-3.25,8
658.0,"She was pale, twenty shades lighter than white.",>5.25,8
400.0,Was there any recent construction at the house?,3.25-4.25,8
507.0,Daniel bowed his head in a slight nod.,4.25-5.25,8
712.0,Mist rarely remained long when it came indoors.,>5.25,8
377.0,"Surely, he cannot be jealous of the baby?",3.25-4.25,8
362.0,"It reminded her of her heart, her soul.",3.25-4.25,8
657.0,A bead of sweat rolled down Wayne's forehead.,>5.25,8
699.0,It also had real but limited economic advances.,>5.25,8
161.0,So what exactly do you have in mind?,2.25-3.25,8
492.0,There's already a half million in this portfolio.,4.25-5.25,8
386.0,Her father eyed her for a short moment.,3.25-4.25,8
252.0,Have I got time to mow the lawn?,2.25-3.25,8
129.0,I don't even know why I do it.,<2.25,8
336.0,He looked at me with a wacky gaze.,3.25-4.25,8
329.0,I took the stairs two at a time.,3.25-4.25,8
427.0,"One, two, or a thousand more wouldn't matter.",3.25-4.25,8
629.0,The smell of roasted meat filled the camp.,4.25-5.25,8
92.0,Maybe you should take another look at it.,<2.25,8
725.0,The assembly also sometimes is about moral teaching.,>5.25,8
668.0,Elizabeth was sorting jars and tins of food.,>5.25,8
500.0,Jane heaved her paperwork out of the kitchen.,4.25-5.25,8
432.0,There's one coming along the path right now.,3.25-4.25,8
456.0,A smile worked its way to her lips.,3.25-4.25,8
350.0,He heaved a sigh and swallowed his pride.,3.25-4.25,8
496.0,She shopped for only one thing: a bargain.,4.25-5.25,8
361.0,Her lips were set in a stiff line.,3.25-4.25,8
760.0,A boy we were passing turned to stare.,>5.25,8
156.0,What do you want to hear from me?,<2.25,8
204.0,"If I get any information, I'll call you.",2.25-3.25,8
655.0,Similar weak pyrotechnics drizzled from the other batteries.,>5.25,8
781.0,That one moment could erase all you've accomplished.,>5.25,8
602.0,She lifted the goblet and toasted her employer.,4.25-5.25,8
115.0,What am I going to say to them?,<2.25,8
404.0,There is a little white at the base.,3.25-4.25,8
212.0,There's no such thing as a bad coincidence.,2.25-3.25,8
693.0,He spent my college fund on puppet clothes.,>5.25,8
169.0,"Well, of course, I'm sure you're a gentleman.",2.25-3.25,8
107.0,He wanted to see what he was doing.,<2.25,8
617.0,We each had some urgent matters to attend.,4.25-5.25,8
599.0,The first was from Charles early this morning.,4.25-5.25,8
535.0,The zombie was looking out into the tunnel.,4.25-5.25,8
285.0,And now there are trees all around us.,2.25-3.25,8
757.0,She considered pretending she was asleep or gone.,>5.25,8
783.0,There was more chatter and tapping of watches.,>5.25,8
344.0,"I nodded a little, trying to compose myself.",3.25-4.25,8
262.0,"All right, tell me what you do know.",2.25-3.25,8
596.0,He would prove unworthy of his great calling.,4.25-5.25,8
582.0,"Then, she filled a bucket for her horse.",4.25-5.25,8
529.0,We can presume that that was no coincidence.,4.25-5.25,8
219.0,"To be honest, I found this by accident.",2.25-3.25,8
446.0,"We bowed again, and he opened the door.",3.25-4.25,8
261.0,"On a bad day, it could be impenetrable.",2.25-3.25,8
303.0,Your grandmother took care of that for you.,2.25-3.25,8
689.0,The absence of water dripping indicated a column.,>5.25,8
